doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
are_dubai_the_palace_at_one_only_royal_mirage,the palace at one only royal mirage,http://www.tripadvisor.com/ShowUserReviews-g295424-d306741-r50542805-The_Palace_at_One_Only_Royal_Mirage-Dubai.html,al sufouh rd   almina siyah,dubai,-1,ARE,-1,-1,-1,211,4.823076923076923,4.538461538461538,4.6461538461538465,4.484615384615385,4.3076923076923075,0.0,4.5600000000000005,
are_dubai_le_meridien_mina_seyahi_beach_resort_and_marina,le meridien mina seyahi beach resort and marina,http://www.tripadvisor.com/ShowUserReviews-g295424-d301570-r50426841-Le_Meridien_Mina_Seyahi_Beach_Resort_and_Marina-Dubai.html,al sufouh road,dubai,-1,ARE,-1,-1,-1,208,4.690322580645161,4.316129032258065,4.593548387096774,4.445161290322581,4.167741935483871,0.0,4.442580645161291,
are_dubai_crowne_plaza_dubai_festival_city,crowne plaza dubai festival city,http://www.tripadvisor.com/ShowUserReviews-g295424-d754106-r49581268-Crowne_Plaza_Dubai_Festival_City-Dubai.html,umm ramool rd,dubai,-1,ARE,-1,-1,-1,88,4.848101265822785,4.784810126582278,4.632911392405063,4.405063291139241,4.481012658227848,0.0,4.630379746835443,
are_dubai_jebel_ali_palm_tree_court_spa,jebel ali palm tree court spa,http://www.tripadvisor.com/ShowUserReviews-g295424-d575718-r50342402-Jebel_Ali_Palm_Tree_Court_Spa-Dubai.html,tariq bin ziyad rd,dubai,-1,ARE,-1,-1,-1,71,4.819672131147541,4.622950819672131,4.655737704918033,4.114754098360656,4.459016393442623,0.0,4.534426229508197,
are_dubai_hilton_dubai_jumeirah,hilton dubai jumeirah,http://www.tripadvisor.com/ShowUserReviews-g295424-d306662-r50551229-Hilton_Dubai_Jumeirah-Dubai.html,jumeirah beach road,dubai,-1,ARE,-1,-1,-1,374,4.762081784386617,4.412639405204461,4.672862453531598,4.312267657992565,4.256505576208179,0.0,4.483271375464684,
are_dubai_arabian_court_at_one_and_only_royal_mirage,arabian court at one and only royal mirage,http://www.tripadvisor.com/ShowUserReviews-g295424-d1220349-r47065398-Arabian_Court_At_One_and_Only_Royal_Mirage-Dubai.html,al sufouh road,dubai,-1,ARE,-1,-1,-1,26,4.833333333333333,4.625,4.5,4.416666666666667,4.25,0.0,4.525,
are_dubai_villa_rotana_dubai,villa rotana dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d597862-r42989626-Villa_Rotana_Dubai-Dubai.html,sheikh zayed rd,dubai,-1,ARE,118737,-1,-1,27,4.916666666666667,4.833333333333333,4.458333333333333,3.75,4.5,0.0,4.491666666666666,
are_dubai_burj_al_arab,burj al arab,http://www.tripadvisor.com/ShowUserReviews-g295424-d302457-r50482552-Burj_Al_Arab-Dubai.html,jumeirad beach rd,dubai,-1,ARE,-1,-1,-1,331,4.920212765957447,4.898936170212766,4.670212765957447,4.74468085106383,4.101063829787234,0.0,4.6670212765957455,
are_dubai_westin_dubai_mina_seyahi_beach_resort_marina,westin dubai mina seyahi beach resort marina,http://www.tripadvisor.com/ShowUserReviews-g295424-d1008503-r50557185-Westin_Dubai_Mina_Seyahi_Beach_Resort_Marina-Dubai.html,al sufouh road,dubai,-1,ARE,-1,-1,-1,179,4.775147928994083,4.763313609467455,4.136094674556213,4.538461538461538,4.053254437869822,0.0,4.4532544378698224,
are_dubai_park_hyatt_dubai,park hyatt dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d573855-r50261087-Park_Hyatt_Dubai-Dubai.html,baniyas rd  dubai,dubai,-1,ARE,-1,-1,-1,97,4.7,4.542857142857143,4.428571428571429,4.3428571428571425,4.1,0.0,4.422857142857143,
are_dubai_the_fairmont_dubai,the fairmont dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d306758-r49510439-The_Fairmont_Dubai-Dubai.html,sheikh zayad rd ,dubai,-1,ARE,-1,-1,-1,75,4.770833333333333,4.395833333333333,4.791666666666667,4.125,4.104166666666667,0.0,4.4375,
are_dubai_oasis_beach_tower_apartments,oasis beach tower apartments,http://www.tripadvisor.com/ShowUserReviews-g295424-d602352-r49479597-Oasis_Beach_Tower_Apartments-Dubai.html,al sofouh road,dubai,-1,ARE,26500,-1,-1,82,4.8307692307692305,4.861538461538461,4.415384615384616,4.415384615384616,4.415384615384616,0.0,4.587692307692309,
are_dubai_the_ritz_carlton_dubai,the ritz carlton dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d302206-r50455575-The_Ritz_Carlton_Dubai-Dubai.html,al sufouh rd ,dubai,-1,ARE,-1,-1,-1,135,4.693333333333333,4.48,4.613333333333333,4.133333333333334,4.133333333333334,0.0,4.410666666666667,
are_dubai_four_points_by_sheraton_downtown_dubai,four points by sheraton downtown dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d676864-r49625011-Four_Points_by_Sheraton_Downtown_Dubai-Dubai.html,4c street  mankhool road  bur dubai,dubai,-1,ARE,116162,-1,-1,112,4.766990291262136,4.650485436893204,4.378640776699029,3.8446601941747574,4.398058252427185,0.0,4.407766990291263,
are_dubai_intercontinental_dubai_festival_city,intercontinental dubai festival city,http://www.tripadvisor.com/ShowUserReviews-g295424-d678445-r50518922-InterContinental_Dubai_Festival_City-Dubai.html,umm ramool rd,dubai,-1,ARE,45777,-1,-1,77,4.895522388059701,4.776119402985074,4.597014925373134,3.8805970149253732,4.2835820895522385,0.0,4.486567164179104,
are_dubai_le_meridien_dubai,le meridien dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d301562-r50408424-Le_Meridien_Dubai-Dubai.html,airport road,dubai,-1,ARE,-1,-1,-1,192,4.586206896551724,4.137931034482759,4.379310344827586,4.068965517241379,4.120689655172414,0.0,4.258620689655172,
are_dubai_hilton_dubai_creek,hilton dubai creek,http://www.tripadvisor.com/ShowUserReviews-g295424-d306652-r50541340-Hilton_Dubai_Creek-Dubai.html,beniyas road,dubai,-1,ARE,-1,-1,-1,198,4.641791044776119,4.514925373134329,4.335820895522388,4.111940298507463,3.9402985074626864,0.0,4.308955223880597,
are_dubai_desert_palm_resort_spa,desert palm resort spa,http://www.tripadvisor.com/ShowUserReviews-g295424-d647469-r49416359-Desert_Palm_Resort_Spa-Dubai.html,al awir rd,dubai,-1,ARE,-1,-1,-1,19,4.833333333333333,4.777777777777778,4.611111111111111,3.611111111111111,4.222222222222222,0.0,4.4111111111111105,
are_dubai_bonnington_jumeirah_lakes_towers,bonnington jumeirah lakes towers,http://www.tripadvisor.com/ShowUserReviews-g295424-d1449900-r50405750-Bonnington_Jumeirah_Lakes_Towers-Dubai.html,jumeirah lakes towers  plot j3 & j4,dubai,-1,ARE,37246,-1,-1,27,4.846153846153846,4.8076923076923075,4.1923076923076925,3.1153846153846154,4.1923076923076925,0.0,4.230769230769232,
are_dubai_arjaan_dubai_media_city,arjaan dubai media city,http://www.tripadvisor.com/ShowUserReviews-g295424-d1108366-r50557849-Arjaan_Dubai_Media_City-Dubai.html,al sufouh road,dubai,-1,ARE,502828,-1,-1,18,4.944444444444445,4.833333333333333,4.611111111111111,4.166666666666667,4.5,0.0,4.611111111111112,
are_dubai_radisson_blu_hotel_dubai_deira_creek,radisson blu hotel dubai deira creek,http://www.tripadvisor.com/ShowUserReviews-g295424-d299239-r50474519-Radisson_Blu_Hotel_Dubai_Deira_Creek-Dubai.html,bani yas road,dubai,-1,ARE,476,-1,-1,103,4.449275362318841,4.086956521739131,4.3478260869565215,4.202898550724638,4.202898550724638,0.0,4.257971014492754,
are_dubai_al_bustan_rotana_dubai,al bustan rotana dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d302778-r49152839-Al_Bustan_Rotana_Dubai-Dubai.html,casablanca street,dubai,-1,ARE,-1,-1,-1,82,4.46,4.2,4.42,3.98,4.12,0.0,4.236,
are_dubai_arabian_courtyard_hotel_spa,arabian courtyard hotel spa,http://www.tripadvisor.com/ShowUserReviews-g295424-d568574-r50370160-Arabian_Courtyard_Hotel_Spa-Dubai.html,al fahidi street,dubai,-1,ARE,-1,-1,-1,318,4.357976653696498,4.186770428015564,4.237354085603113,4.276264591439689,4.155642023346304,0.0,4.2428015564202335,
are_dubai_gold_swiss_belhotel_dubai,gold swiss belhotel dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d1478334-r50194651-Gold_Swiss_Belhotel_Dubai-Dubai.html,al mina road bur,dubai,-1,ARE,-1,-1,-1,7,4.857142857142857,4.714285714285714,4.571428571428571,4.285714285714286,5.0,0.0,4.685714285714285,
are_dubai_dusit_thani_dubai,dusit thani dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d301379-r50366289-Dusit_Thani_Dubai-Dubai.html,133 sheikh zayed road,dubai,-1,ARE,-1,-1,-1,48,4.419354838709677,4.290322580645161,4.32258064516129,4.032258064516129,4.161290322580645,0.0,4.24516129032258,
are_dubai_jebel_ali_golf_resort_spa,jebel ali golf resort spa,http://www.tripadvisor.com/ShowUserReviews-g295424-d302792-r48768723-Jebel_Ali_Golf_Resort_Spa-Dubai.html,sheikh zayed rd 13,dubai,-1,ARE,-1,-1,-1,254,4.62,4.08,4.513333333333334,4.02,4.153333333333333,0.0,4.277333333333333,
are_dubai_jumeirah_emirates_towers_hotel,jumeirah emirates towers hotel,http://www.tripadvisor.com/ShowUserReviews-g295424-d302463-r49762423-Jumeirah_Emirates_Towers_Hotel-Dubai.html,sheikh zayed rd,dubai,-1,ARE,-1,-1,-1,77,4.7,4.46,4.4,4.54,4.0,0.0,4.42,
are_dubai_four_points_by_sheraton_sheikh_zayed_road_dubai,four points by sheraton sheikh zayed road dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d1025733-r49917440-Four_Points_by_Sheraton_Sheikh_Zayed_Road_Dubai-Dubai.html,sheikh zayed road,dubai,-1,ARE,116162,-1,-1,110,4.528846153846154,4.509615384615385,4.269230769230769,4.3076923076923075,4.3173076923076925,0.0,4.3865384615384615,
are_dubai_jumeira_rotana,jumeira rotana,http://www.tripadvisor.com/ShowUserReviews-g295424-d306689-r50551361-Jumeira_Rotana-Dubai.html,al diyafah street,dubai,-1,ARE,33640,-1,-1,49,4.54054054054054,4.621621621621622,4.54054054054054,3.945945945945946,4.4324324324324325,0.0,4.416216216216216,
are_dubai_burjuman_arjaan_dubai,burjuman arjaan dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d623284-r47854189-BurJuman_Arjaan_Dubai-Dubai.html,world trade center road,dubai,-1,ARE,-1,-1,-1,30,4.777777777777778,4.814814814814815,4.148148148148148,4.074074074074074,4.111111111111111,0.0,4.385185185185185,
are_dubai_taj_palace_hotel,taj palace hotel,http://www.tripadvisor.com/ShowUserReviews-g295424-d304696-r50414677-Taj_Palace_Hotel-Dubai.html,36a st  al rigga rd,dubai,-1,ARE,42211,-1,-1,83,4.627450980392157,4.509803921568627,4.392156862745098,3.8823529411764706,4.313725490196078,0.0,4.345098039215687,
are_dubai_rimal_rotana_dubai,rimal rotana dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d306751-r50407351-Rimal_Rotana_Dubai-Dubai.html,al muraqabat street,dubai,-1,ARE,-1,-1,-1,72,4.7272727272727275,4.418181818181818,4.472727272727273,3.618181818181818,4.290909090909091,0.0,4.305454545454546,
are_dubai_shangri_la_hotel,shangri la hotel,http://www.tripadvisor.com/ShowUserReviews-g295424-d302098-r43806384-Shangri_La_Hotel-Dubai.html,sheikh zayed road,dubai,-1,ARE,-1,-1,-1,91,4.711538461538462,4.538461538461538,4.346153846153846,3.9038461538461537,4.0,0.0,4.3,
are_dubai_traders_hotel_dubai,traders hotel dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d302099-r49402463-Traders_Hotel_Dubai-Dubai.html,al siddique road & salah al din,dubai,-1,ARE,-1,-1,-1,76,4.703703703703703,4.462962962962963,4.62962962962963,3.314814814814815,4.314814814814815,0.0,4.285185185185185,
are_dubai_hatta_fort_hotel,hatta fort hotel,http://www.tripadvisor.com/ShowUserReviews-g295424-d304266-r50535653-Hatta_Fort_Hotel-Dubai.html,old dubai-abu dhabi rd,dubai,-1,ARE,-1,-1,-1,47,4.607142857142857,4.5,4.571428571428571,4.107142857142857,4.107142857142857,0.0,4.378571428571428,
are_dubai_renaissance_dubai_hotel,renaissance dubai hotel,http://www.tripadvisor.com/ShowUserReviews-g295424-d299810-r48586337-Renaissance_Dubai_Hotel-Dubai.html,salah al din road  deira,dubai,-1,ARE,8668,-1,-1,82,4.6,4.2153846153846155,4.569230769230769,3.723076923076923,4.292307692307692,0.0,4.279999999999999,
are_dubai_the_address_downtown_burj_dubai,the address downtown burj dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d1176106-r50489551-The_Address_Downtown_Burj_Dubai-Dubai.html,al doha st,dubai,-1,ARE,9440,-1,-1,71,4.515625,4.46875,4.0,4.46875,3.859375,0.0,4.2625,
are_dubai_starmetro_deira_hotel_apartments,starmetro deira hotel apartments,http://www.tripadvisor.com/ShowUserReviews-g295424-d1020535-r49030277-StarMetro_Deira_Hotel_Apartments-Dubai.html,salahuddin rd ,dubai,-1,ARE,-1,-1,-1,9,4.888888888888889,4.888888888888889,4.777777777777778,4.333333333333333,4.666666666666667,0.0,4.711111111111111,
are_dubai_raffles_dubai,raffles dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d656624-r50278114-Raffles_Dubai-Dubai.html,heikh rashid road  wafi ,dubai,-1,ARE,-1,-1,-1,42,4.837837837837838,4.8108108108108105,4.756756756756757,4.135135135135135,4.27027027027027,0.0,4.562162162162163,
are_dubai_towers_rotana_dubai,towers rotana dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d306762-r50161268-Towers_Rotana_Dubai-Dubai.html,sheikh zayed road,dubai,-1,ARE,-1,-1,-1,67,4.468085106382978,4.148936170212766,4.361702127659575,4.0,4.148936170212766,0.0,4.225531914893617,
are_dubai_jw_marriott_hotel_dubai,jw marriott hotel dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d299809-r50565351-JW_Marriott_Hotel_Dubai-Dubai.html,abu baker al siddique road,dubai,-1,ARE,16590,-1,-1,70,4.372549019607843,4.176470588235294,4.1568627450980395,3.607843137254902,3.8823529411764706,0.0,4.03921568627451,
are_dubai_atlantis_the_palm,atlantis the palm,http://www.tripadvisor.com/ShowUserReviews-g295424-d1022759-r50571044-Atlantis_The_Palm-Dubai.html,crescent road,dubai,-1,ARE,-1,-1,-1,326,4.54485049833887,4.212624584717608,4.029900332225914,4.009966777408638,3.3421926910299002,0.0,4.027906976744186,
are_dubai_kempinski_hotel_mall_of_the_emirates,kempinski hotel mall of the emirates,http://www.tripadvisor.com/ShowUserReviews-g295424-d582976-r49448895-Kempinski_Hotel_Mall_of_the_Emirates-Dubai.html,sheikh zayed road,dubai,-1,ARE,120679,-1,-1,69,4.555555555555555,4.592592592592593,4.111111111111111,4.166666666666667,3.8703703703703702,0.0,4.2592592592592595,
are_dubai_hyatt_regency_dubai,hyatt regency dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d306684-r49810882-Hyatt_Regency_Dubai-Dubai.html,al khaleej road,dubai,-1,ARE,-1,-1,-1,74,4.6923076923076925,4.3076923076923075,4.365384615384615,3.6153846153846154,3.8461538461538463,0.0,4.165384615384616,
are_dubai_samaya_hotel_deira,samaya hotel deira,http://www.tripadvisor.com/ShowUserReviews-g295424-d1060227-r49631487-Samaya_Hotel_Deira-Dubai.html,al rigga,dubai,-1,ARE,-1,-1,-1,7,4.857142857142857,4.857142857142857,4.857142857142857,4.428571428571429,4.428571428571429,0.0,4.685714285714285,
are_dubai_layia_oak_hotel_suites,layia oak hotel suites,http://www.tripadvisor.com/ShowUserReviews-g295424-d1214465-r48519338-Layia_Oak_Hotel_Suites-Dubai.html,al barsha-the greens,dubai,-1,ARE,283634,-1,-1,7,4.857142857142857,4.428571428571429,4.428571428571429,3.5714285714285716,4.571428571428571,0.0,4.371428571428572,
are_dubai_jumeirah_beach_club_resort_and_spa,jumeirah beach club resort and spa,http://www.tripadvisor.com/ShowUserReviews-g295424-d302466-r39665551-Jumeirah_Beach_Club_Resort_and_Spa-Dubai.html,jumeirah road,dubai,-1,ARE,-1,-1,-1,10,5.0,4.666666666666667,5.0,5.0,4.333333333333333,0.0,4.8,
are_dubai_the_baron_hotel_apartments,the baron hotel apartments,http://www.tripadvisor.com/ShowUserReviews-g295424-d1081439-r48289887-The_Baron_Hotel_Apartments-Dubai.html,316 rd,dubai,-1,ARE,102609,-1,-1,3,5.0,5.0,5.0,5.0,5.0,0.0,5.0,
are_dubai_novotel_deira_city_centre,novotel deira city centre,http://www.tripadvisor.com/ShowUserReviews-g295424-d1145484-r50027631-Novotel_Deira_City_Centre-Dubai.html,8th street,dubai,-1,ARE,-1,-1,-1,24,4.826086956521739,4.130434782608695,4.173913043478261,4.260869565217392,4.217391304347826,0.0,4.321739130434782,
are_dubai_the_palace_the_old_town,the palace the old town,http://www.tripadvisor.com/ShowUserReviews-g295424-d674456-r50582920-The_Palace_The_Old_Town-Dubai.html,burj dubai,dubai,-1,ARE,9770,-1,-1,40,4.7894736842105265,4.815789473684211,4.131578947368421,4.2105263157894735,3.8947368421052633,0.0,4.36842105263158,
are_dubai_habtoor_grand_resort_spa,habtoor grand resort spa,http://www.tripadvisor.com/ShowUserReviews-g295424-d306734-r50368658-Habtoor_Grand_Resort_Spa-Dubai.html,al sufoud rd ,dubai,-1,ARE,-1,-1,-1,304,4.329059829059829,4.205128205128205,3.9017094017094016,3.8632478632478633,3.700854700854701,0.0,4.0,
are_dubai_jumeirah_bab_al_shams_desert_resort_spa,jumeirah bab al shams desert resort spa,http://www.tripadvisor.com/ShowUserReviews-g295424-d526588-r49073265-Jumeirah_Bab_Al_Shams_Desert_Resort_Spa-Dubai.html,international endurance city  308th rd,dubai,-1,ARE,-1,-1,-1,109,4.478260869565218,4.318840579710145,3.782608695652174,4.434782608695652,3.6231884057971016,0.0,4.127536231884058,
are_dubai_flora_grand_hotel,flora grand hotel,http://www.tripadvisor.com/ShowUserReviews-g295424-d602087-r49319716-Flora_Grand_Hotel-Dubai.html,al rigga rd.,dubai,-1,ARE,120328,-1,-1,57,4.108695652173913,4.0,3.782608695652174,3.739130434782609,3.9130434782608696,0.0,3.9086956521739133,
are_dubai_xclusive_hotel_apartments,xclusive hotel apartments,http://www.tripadvisor.com/ShowUserReviews-g295424-d1016545-r50550527-Xclusive_Hotel_Apartments-Dubai.html,po box: 126012,dubai,-1,ARE,-1,-1,-1,22,4.6,4.75,4.65,3.55,4.55,0.0,4.42,
are_dubai_holiday_inn_dubai_al_barsha,holiday inn dubai al barsha,http://www.tripadvisor.com/ShowUserReviews-g295424-d1139697-r50009405-Holiday_Inn_Dubai_Al_Barsha-Dubai.html,sheikh zayed rd.,dubai,-1,ARE,115443,-1,-1,39,4.611111111111111,4.305555555555555,4.138888888888889,3.9166666666666665,4.083333333333333,0.0,4.21111111111111,
are_dubai_riviera_hotel,riviera hotel,http://www.tripadvisor.com/ShowUserReviews-g295424-d455422-r49611296-Riviera_Hotel-Dubai.html,banyas street,dubai,-1,ARE,-1,-1,-1,35,4.086956521739131,3.782608695652174,4.304347826086956,4.434782608695652,4.173913043478261,0.0,4.156521739130435,
are_dubai_premier_inn,premier inn,http://www.tripadvisor.com/ShowUserReviews-g295424-d1053361-r47958036-Premier_Inn-Dubai.html,e11,dubai,-1,ARE,35118,-1,-1,10,4.875,4.75,4.625,4.0,4.625,0.0,4.575,
are_dubai_grand_hyatt_hotel_dubai,grand hyatt hotel dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d1225760-r48470026-Grand_Hyatt_Hotel_Dubai-Dubai.html,al mussallah rd,dubai,-1,ARE,7978,-1,-1,14,4.545454545454546,4.636363636363637,4.2727272727272725,4.2727272727272725,3.727272727272727,0.0,4.290909090909091,
are_dubai_holiday_inn_express_dubai_safa_park,holiday inn express dubai safa park,http://www.tripadvisor.com/ShowUserReviews-g295424-d1093097-r50065583-Holiday_Inn_Express_Dubai_Safa_Park-Dubai.html,sheikh zayed road,dubai,-1,ARE,-1,-1,-1,18,4.4,4.133333333333334,3.933333333333333,3.7333333333333334,4.2,0.0,4.08,
are_dubai_grand_midwest_express_hotel_apartments,grand midwest express hotel apartments,http://www.tripadvisor.com/ShowUserReviews-g295424-d1186198-r49016887-Grand_Midwest_Express_Hotel_Apartments-Dubai.html,discovery garden,dubai,-1,ARE,-1,-1,-1,5,4.2,4.4,4.4,3.6,4.6,0.0,4.24,
are_dubai_the_place_deluxe_hotel_apartments,the place deluxe hotel apartments,http://www.tripadvisor.com/ShowUserReviews-g295424-d1079054-r34486314-The_Place_Deluxe_Hotel_Apartments-Dubai.html,sheikh zayed rd,dubai,-1,ARE,117452,-1,-1,3,5.0,5.0,4.666666666666667,4.666666666666667,5.0,0.0,4.866666666666667,
are_dubai_al_murooj_rotana_dubai,al murooj rotana dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d572764-r49311979-Al_Murooj_Rotana_Dubai-Dubai.html,al saffa st off sheikh zayed rd,dubai,-1,ARE,117546,-1,-1,54,4.5227272727272725,4.159090909090909,4.159090909090909,3.5681818181818183,3.840909090909091,0.0,4.05,
are_dubai_ramada_dubai,ramada dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d306747-r49336512-Ramada_Dubai-Dubai.html,al mankhool rd,dubai,-1,ARE,-1,-1,-1,24,3.9047619047619047,4.0,3.619047619047619,3.9523809523809526,3.9047619047619047,0.0,3.8761904761904757,
are_dubai_le_meridien_al_sondos_suites,le meridien al sondos suites,http://www.tripadvisor.com/ShowUserReviews-g295424-d301550-r48741973-Le_Meridien_Al_Sondos_Suites-Dubai.html,al rolla st,dubai,-1,ARE,-1,-1,-1,32,4.695652173913044,4.434782608695652,4.260869565217392,3.3043478260869565,4.0,0.0,4.139130434782609,
are_dubai_the_monarch_dubai,the monarch dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d674660-r45454066-The_Monarch_Dubai-Dubai.html,sheikh zayed road,dubai,-1,ARE,125511,-1,-1,17,4.466666666666667,4.466666666666667,4.466666666666667,3.7333333333333334,4.0,0.0,4.226666666666667,
are_dubai_beit_al_bahar,beit al bahar,http://www.tripadvisor.com/ShowUserReviews-g295424-d506994-r26782301-Beit_Al_Bahar-Dubai.html,jumeirah road,dubai,-1,ARE,11416,-1,-1,8,5.0,5.0,5.0,5.0,4.833333333333333,0.0,4.966666666666667,
are_dubai_moevenpick_hotel_bur_dubai,moevenpick hotel bur dubai,http://www.tripadvisor.com/ShowUserReviews-g295424-d301908-r48261204-Moevenpick_Hotel_Bur_Dubai-Dubai.html,oud metha road,dubai,-1,ARE,-1,-1,-1,39,4.653846153846154,4.076923076923077,4.269230769230769,3.6923076923076925,3.9615384615384617,0.0,4.13076923076923,
are_dubai_metropolitan_palace_hotel,metropolitan palace hotel,http://www.tripadvisor.com/ShowUserReviews-g295424-d306761-r50143651-Metropolitan_Palace_Hotel-Dubai.html,al maktoum street  deira,dubai,-1,ARE,-1,-1,-1,64,4.369565217391305,4.0,4.130434782608695,3.8260869565217392,3.891304347826087,0.0,4.0434782608695645,
