doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
usa_nevada_las-vegas_bellagio_las_vegas,bellagio las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d91703-r50502245-Bellagio_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,337,4.574750830564784,4.322259136212624,4.176079734219269,4.847176079734219,3.9700996677740865,0.0,4.3780730897009965,
usa_nevada_las-vegas_wynn_las_vegas,wynn las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d503598-r50410521-Wynn_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,331,4.740863787375416,4.584717607973422,4.209302325581396,4.235880398671096,3.973421926910299,0.0,4.348837209302326,
usa_nevada_las-vegas_the_palazzo_resort_hotel_casino,the palazzo resort hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d675000-r50530122-The_Palazzo_Resort_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,324,4.338870431893688,4.568106312292358,4.099667774086379,4.561461794019934,4.033222591362127,0.0,4.320265780730898,
usa_nevada_las-vegas_venetian_resort_hotel_casino,venetian resort hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97704-r50472284-Venetian_Resort_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,339,4.5083056478405314,4.40531561461794,3.9501661129568104,4.627906976744186,3.9269102990033224,0.0,4.283720930232557,
usa_nevada_las-vegas_south_point_hotel_casino_and_spa,south point hotel casino and spa,http://www.tripadvisor.com/ShowUserReviews-g45963-d570084-r50437268-South_Point_Hotel_Casino_and_Spa-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89183,-1,-1,347,4.574750830564784,4.5083056478405314,4.059800664451827,3.3687707641196014,4.498338870431894,0.0,4.2019933554817275,
usa_nevada_las-vegas_encore_at_wynn_las_vegas,encore at wynn las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d1123368-r50445553-Encore_At_Wynn_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,334,4.694352159468439,4.528239202657807,3.9069767441860463,3.8106312292358804,3.7641196013289036,0.0,4.140863787375416,
usa_nevada_las-vegas_palms_place_hotel_spa,palms place hotel spa,http://www.tripadvisor.com/ShowUserReviews-g45963-d858503-r50133798-Palms_Place_Hotel_Spa-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,91,4.413793103448276,4.724137931034483,4.287356321839081,3.8045977011494254,4.436781609195402,0.0,4.333333333333334,
usa_nevada_las-vegas_bill_s_gamblin_hall_saloon,bill s gamblin hall saloon,http://www.tripadvisor.com/ShowUserReviews-g45963-d91700-r50502256-Bill_s_Gamblin_Hall_Saloon-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,340,4.2724252491694354,4.102990033222591,4.0664451827242525,4.910299003322259,4.614617940199335,0.0,4.393355481727575,
usa_nevada_las-vegas_summer_bay_resorts_las_vegas_desert_club,summer bay resorts las vegas desert club,http://www.tripadvisor.com/ShowUserReviews-g45963-d1164660-r49659864-Summer_Bay_Resorts_Las_Vegas_Desert_Club-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,32,4.551724137931035,4.413793103448276,4.206896551724138,4.275862068965517,4.517241379310345,0.0,4.393103448275863,
usa_nevada_las-vegas_the_carriage_house,the carriage house,http://www.tripadvisor.com/ShowUserReviews-g45963-d91949-r50290234-The_Carriage_House-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,194,4.43010752688172,4.311827956989247,4.354838709677419,4.258064516129032,4.505376344086022,0.0,4.372043010752688,
usa_nevada_las-vegas_holiday_inn_express_hotel_and_suites_las_vegas_215_beltway,holiday inn express hotel and suites las vegas 215 beltway,http://www.tripadvisor.com/ShowUserReviews-g45963-d631387-r50377077-Holiday_Inn_Express_Hotel_and_Suites_Las_Vegas_215_Beltway-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,16,4.6923076923076925,4.615384615384615,4.769230769230769,4.384615384615385,4.769230769230769,0.0,4.6461538461538465,
usa_nevada_las-vegas_mirage_hotel_casino,mirage hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d97737-r50483102-Mirage_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,327,4.425249169435216,4.232558139534884,4.129568106312292,4.780730897009967,4.162790697674419,0.0,4.346179401993355,
usa_nevada_las-vegas_the_orleans_hotel_casino,the orleans hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91907-r50343309-The_Orleans_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,349,4.166112956810632,3.990033222591362,4.003322259136213,3.471760797342193,4.282392026578073,0.0,3.982724252491695,
usa_nevada_las-vegas_hilton_grand_vacations_suites_on_the_las_vegas_strip,hilton grand vacations suites on the las vegas strip,http://www.tripadvisor.com/ShowUserReviews-g45963-d277720-r50315689-Hilton_Grand_Vacations_Suites_on_the_Las_Vegas_Strip-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,363,4.5458167330677295,4.50597609561753,4.274900398406374,3.314741035856574,4.239043824701195,0.0,4.17609561752988,
usa_nevada_las-vegas_renaissance_las_vegas_hotel,renaissance las vegas hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d489077-r50191193-Renaissance_Las_Vegas_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89169,-1,-1,262,4.598540145985401,4.37956204379562,4.343065693430657,3.656934306569343,4.218978102189781,0.0,4.239416058394161,
usa_nevada_las-vegas_thehotel_at_mandalay_bay,thehotel at mandalay bay,http://www.tripadvisor.com/ShowUserReviews-g45963-d496876-r50445975-THEhotel_at_Mandalay_Bay-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,338,4.312292358803987,4.415282392026578,3.9601328903654487,3.558139534883721,3.857142857142857,0.0,4.020598006644518,
usa_nevada_las-vegas_main_street_station_hotel_casino,main street station hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91885-r50012906-Main_Street_Station_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,136,4.3924050632911396,4.113924050632911,4.113924050632911,3.7974683544303796,4.506329113924051,0.0,4.184810126582279,
usa_nevada_las-vegas_hilton_grand_vacations_club_at_the_flamingo_las_vegas,hilton grand vacations club at the flamingo las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d217597-r49776428-Hilton_Grand_Vacations_Club_at_the_Flamingo_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,113,4.265625,4.21875,4.140625,4.703125,4.328125,0.0,4.33125,
usa_nevada_las-vegas_wyndham_grand_desert,wyndham grand desert,http://www.tripadvisor.com/ShowUserReviews-g45963-d252869-r49367219-Wyndham_Grand_Desert-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,281,4.458064516129032,4.296774193548387,4.103225806451613,3.7870967741935484,4.2387096774193544,0.0,4.176774193548387,
usa_nevada_las-vegas_embassy_suites_hotel_convention_center_paradise_road_las_vegas,embassy suites hotel convention center paradise road las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d121330-r50502840-Embassy_Suites_Hotel_Convention_Center_Paradise_Road_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,127,4.294117647058823,4.073529411764706,4.102941176470588,3.7058823529411766,4.132352941176471,0.0,4.061764705882353,
usa_nevada_las-vegas_suncoast_hotel_and_casino,suncoast hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d121307-r50495505-Suncoast_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89145,-1,-1,161,4.4743589743589745,4.333333333333333,4.038461538461538,3.7435897435897436,4.32051282051282,0.0,4.182051282051281,
usa_nevada_las-vegas_the_mansion_at_mgm_grand,the mansion at mgm grand,http://www.tripadvisor.com/ShowUserReviews-g45963-d585748-r47271423-The_Mansion_at_MGM_Grand-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,10,5.0,5.0,5.0,5.0,5.0,0.0,5.0,
usa_nevada_las-vegas_treasure_island_ti_hotel_casino,treasure island ti hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91967-r50524557-Treasure_Island_TI_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,330,4.395348837209302,4.172757475083056,3.8471760797342194,4.558139534883721,4.172757475083056,0.0,4.2292358803986705,
usa_nevada_las-vegas_golden_nugget,golden nugget,http://www.tripadvisor.com/ShowUserReviews-g45963-d91828-r50385129-Golden_Nugget-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,332,4.2724252491694354,4.056478405315614,3.9833887043189367,4.046511627906977,4.1395348837209305,0.0,4.099667774086379,
usa_nevada_las-vegas_hampton_inn_suites_las_vegas_west_summerlin,hampton inn suites las vegas west summerlin,http://www.tripadvisor.com/ShowUserReviews-g45963-d653214-r45323852-Hampton_Inn_Suites_Las_Vegas_West_Summerlin-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89147,-1,-1,14,4.769230769230769,4.6923076923076925,4.615384615384615,3.8461538461538463,4.461538461538462,0.0,4.476923076923077,
usa_nevada_las-vegas_red_rock_casino_resort_spa,red rock casino resort spa,http://www.tripadvisor.com/ShowUserReviews-g45963-d596543-r50430516-Red_Rock_Casino_Resort_Spa-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89135,-1,-1,378,4.566308243727598,4.60931899641577,4.07168458781362,3.620071684587814,3.971326164874552,0.0,4.16774193548387,
usa_nevada_las-vegas_embassy_suites_las_vegas_airport,embassy suites las vegas airport,http://www.tripadvisor.com/ShowUserReviews-g45963-d97971-r43453654-Embassy_Suites_Las_Vegas_Airport-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,91,4.3125,4.265625,4.3125,3.75,4.203125,0.0,4.16875,
usa_nevada_las-vegas_hilton_garden_inn_las_vegas_strip_south,hilton garden inn las vegas strip south,http://www.tripadvisor.com/ShowUserReviews-g45963-d503601-r48071091-Hilton_Garden_Inn_Las_Vegas_Strip_South-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89123,-1,-1,34,4.782608695652174,4.521739130434782,4.3478260869565215,3.6956521739130435,4.043478260869565,0.0,4.278260869565218,
usa_nevada_las-vegas_sam_s_town_hotel_and_gambling_hall,sam s town hotel and gambling hall,http://www.tripadvisor.com/ShowUserReviews-g45963-d91675-r50525207-Sam_s_Town_Hotel_and_Gambling_Hall-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89122,-1,-1,192,4.212121212121212,3.9797979797979797,4.141414141414141,3.323232323232323,4.393939393939394,0.0,4.0101010101010095,
usa_nevada_las-vegas_springhill_suites_las_vegas_convention_center,springhill suites las vegas convention center,http://www.tripadvisor.com/ShowUserReviews-g45963-d1200920-r50448588-SpringHill_Suites_Las_Vegas_Convention_Center-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,5,4.75,4.75,4.75,4.0,4.5,0.0,4.55,
usa_nevada_las-vegas_marriott_suites_las_vegas,marriott suites las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d111712-r49191566-Marriott_Suites_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,55,4.625,4.475,4.3,3.525,4.25,0.0,4.235,
usa_nevada_las-vegas_mgm_grand_hotel_and_casino,mgm grand hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91891-r50388077-MGM_Grand_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,339,4.322259136212624,3.8372093023255816,3.8106312292358804,4.0664451827242525,3.956810631229236,0.0,3.9986710963455154,
usa_nevada_las-vegas_caesars_palace_classic_hotel,caesars palace classic hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d91762-r50526924-Caesars_Palace_Classic_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,330,4.179401993355482,4.043189368770764,3.700996677740864,4.664451827242525,3.5714285714285716,0.0,4.031893687707641,
usa_nevada_las-vegas_holiday_inn_express_las_vegas_south,holiday inn express las vegas south,http://www.tripadvisor.com/ShowUserReviews-g45963-d295317-r50366502-Holiday_Inn_Express_Las_Vegas_South-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,110,4.5394736842105265,4.355263157894737,4.421052631578948,3.8421052631578947,4.381578947368421,0.0,4.307894736842106,
usa_nevada_las-vegas_paris_las_vegas_hotel,paris las vegas hotel,http://www.tripadvisor.com/ShowUserReviews-g45963-d143336-r50340251-Paris_Las_Vegas_Hotel-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,333,4.192691029900332,3.8006644518272426,3.6943521594684388,4.750830564784053,3.820598006644518,0.0,4.051827242524917,
usa_nevada_las-vegas_tuscany_suites_casino,tuscany suites casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d224853-r50510814-Tuscany_Suites_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89107,-1,-1,450,3.9917355371900825,3.8016528925619837,3.553719008264463,3.7024793388429753,3.93801652892562,0.0,3.797520661157025,
usa_nevada_las-vegas_trump_international_hotel_tower_las_vegas,trump international hotel tower las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d1022061-r50422033-Trump_International_Hotel_Tower_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,315,4.348837209302325,4.365448504983389,3.7641196013289036,3.219269102990033,3.8803986710963456,0.0,3.915614617940199,
usa_nevada_las-vegas_microtel_inn_suites_las_vegas,microtel inn suites las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d650783-r48702875-Microtel_Inn_Suites_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89123,-1,-1,19,4.631578947368421,4.2105263157894735,4.157894736842105,3.6315789473684212,4.368421052631579,0.0,4.2,
usa_nevada_las-vegas_la_quinta_summerlin_tech,la quinta summerlin tech,http://www.tripadvisor.com/ShowUserReviews-g45963-d91871-r47123656-La_Quinta_Summerlin_Tech-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89128-0455,-1,-1,17,4.0,4.333333333333333,4.166666666666667,3.6666666666666665,4.5,0.0,4.133333333333334,
usa_nevada_las-vegas_four_queens_hotel_and_casino,four queens hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91816-r50361737-Four_Queens_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,437,4.118055555555555,3.8229166666666665,4.006944444444445,4.298611111111111,4.243055555555555,0.0,4.097916666666667,
usa_nevada_las-vegas_cancun_resort,cancun resort,http://www.tripadvisor.com/ShowUserReviews-g45963-d277719-r49556848-Cancun_Resort-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89123,-1,-1,164,4.1875,3.9166666666666665,3.7916666666666665,3.4791666666666665,3.90625,0.0,3.85625,
usa_nevada_las-vegas_mandalay_bay_resort_casino,mandalay bay resort casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91886-r50501099-Mandalay_Bay_Resort_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,332,4.249169435215947,4.116279069767442,3.813953488372093,3.3289036544850497,3.5614617940199333,0.0,3.8139534883720927,
usa_nevada_las-vegas_new_york_new_york_hotel_and_casino,new york new york hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91904-r50436706-New_York_New_York_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,334,4.102990033222591,3.6677740863787376,3.6511627906976742,4.016611295681063,3.7607973421926912,0.0,3.839867109634551,
usa_nevada_las-vegas_homewood_suites_las_vegas_airport,homewood suites las vegas airport,http://www.tripadvisor.com/ShowUserReviews-g45963-d679044-r50234092-Homewood_Suites_Las_Vegas_Airport-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,23,4.523809523809524,4.476190476190476,4.142857142857143,3.7142857142857144,4.333333333333333,0.0,4.238095238095238,
usa_nevada_las-vegas_planet_hollywood_resort_casino,planet hollywood resort casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91687-r50464081-Planet_Hollywood_Resort_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,337,4.059800664451827,3.8438538205980066,3.6843853820598005,4.704318936877076,3.9501661129568104,0.0,4.048504983388705,
usa_nevada_las-vegas_grandview_at_las_vegas,grandview at las vegas,http://www.tripadvisor.com/ShowUserReviews-g45963-d460081-r50381049-Grandview_at_Las_Vegas-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89123,-1,-1,323,4.3130434782608695,4.21304347826087,3.7043478260869565,3.356521739130435,4.086956521739131,0.0,3.9347826086956523,
usa_nevada_las-vegas_terrible_s_hotel_casino,terrible s hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d224849-r50145281-Terrible_s_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,237,3.7766990291262137,3.7184466019417477,3.679611650485437,3.4854368932038833,4.174757281553398,0.0,3.766990291262136,
usa_nevada_las-vegas_hilton_grand_vacation_suites_las_vegas_convention_center,hilton grand vacation suites las vegas convention center,http://www.tripadvisor.com/ShowUserReviews-g45963-d234836-r49516835-Hilton_Grand_Vacation_Suites_Las_Vegas_Convention_Center-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,124,4.338235294117647,4.0588235294117645,4.205882352941177,3.485294117647059,4.102941176470588,0.0,4.038235294117646,
usa_nevada_las-vegas_desert_paradise_resort,desert paradise resort,http://www.tripadvisor.com/ShowUserReviews-g45963-d286472-r48148311-Desert_Paradise_Resort-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,61,4.366666666666666,4.166666666666667,4.0,3.8,4.233333333333333,0.0,4.113333333333334,
usa_nevada_las-vegas_tahiti_village,tahiti village,http://www.tripadvisor.com/ShowUserReviews-g45963-d628433-r49994058-Tahiti_Village-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,214,4.406779661016949,4.2824858757062145,3.5819209039548023,3.6553672316384183,4.028248587570621,0.0,3.9909604519774016,
usa_nevada_las-vegas_hampton_inn_tropicana,hampton inn tropicana,http://www.tripadvisor.com/ShowUserReviews-g45963-d121328-r49370260-Hampton_Inn_Tropicana-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118-1655,-1,-1,64,4.4,4.2,4.057142857142857,3.6857142857142855,4.057142857142857,0.0,4.08,
usa_nevada_las-vegas_tahiti_vacation_club,tahiti vacation club,http://www.tripadvisor.com/ShowUserReviews-g45963-d523862-r50236723-Tahiti_Vacation_Club-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,45,4.178571428571429,4.035714285714286,3.607142857142857,3.7857142857142856,4.178571428571429,0.0,3.957142857142857,
usa_nevada_las-vegas_residence_inn_las_vegas_south,residence inn las vegas south,http://www.tripadvisor.com/ShowUserReviews-g45963-d287616-r47968343-Residence_Inn_Las_Vegas_South-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89118,-1,-1,47,4.46875,4.3125,4.34375,3.96875,4.125,0.0,4.24375,
usa_nevada_las-vegas_gold_coast_hotel_and_casino,gold coast hotel and casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d91823-r50116245-Gold_Coast_Hotel_and_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89103,-1,-1,382,3.989130434782609,3.7010869565217392,3.777173913043478,3.5489130434782608,4.211956521739131,0.0,3.845652173913044,
usa_nevada_las-vegas_hotel32_at_monte_carlo,hotel32 at monte carlo,http://www.tripadvisor.com/ShowUserReviews-g45963-d1526513-r48784858-Hotel32_at_Monte_Carlo-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,-1,-1,-1,5,4.75,3.75,4.5,4.75,3.5,0.0,4.25,
usa_nevada_las-vegas_cliffs_at_peace_canyon,cliffs at peace canyon,http://www.tripadvisor.com/ShowUserReviews-g45963-d530410-r47450119-Cliffs_at_Peace_Canyon-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89147,-1,-1,94,4.3559322033898304,4.237288135593221,3.983050847457627,4.11864406779661,4.305084745762712,0.0,4.2,
usa_nevada_las-vegas_doubletree_club_hotel_las_vegas_airport,doubletree club hotel las vegas airport,http://www.tripadvisor.com/ShowUserReviews-g45963-d91773-r46866418-Doubletree_Club_Hotel_Las_Vegas_Airport-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,68,4.125,4.075,4.1,3.925,4.125,0.0,4.07,
usa_nevada_las-vegas_bally_s_las_vegas_hotel_casino,bally s las vegas hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d121312-r50539569-Bally_s_Las_Vegas_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,324,3.7940199335548175,3.5913621262458473,3.5946843853820596,4.6245847176079735,3.993355481727575,0.0,3.919601328903654,
usa_nevada_las-vegas_stratosphere_hotel_casino_and_tower,stratosphere hotel casino and tower,http://www.tripadvisor.com/ShowUserReviews-g45963-d114898-r50467273-Stratosphere_Hotel_Casino_and_Tower-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89104,-1,-1,338,3.9235880398671097,3.60797342192691,3.4916943521594686,2.8006644518272426,4.009966777408638,0.0,3.5667774086378734,
usa_nevada_las-vegas_polo_towers,polo towers,http://www.tripadvisor.com/ShowUserReviews-g45963-d91916-r49086983-Polo_Towers-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,171,4.060975609756097,3.8780487804878048,3.7560975609756095,4.304878048780488,3.8536585365853657,0.0,3.9707317073170727,
usa_nevada_las-vegas_fairfield_inn_las_vegas_airport,fairfield inn las vegas airport,http://www.tripadvisor.com/ShowUserReviews-g45963-d91814-r46217468-Fairfield_Inn_Las_Vegas_Airport-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,30,4.611111111111111,3.9444444444444446,4.166666666666667,3.4444444444444446,3.888888888888889,0.0,4.011111111111111,
usa_nevada_las-vegas_jockey_club,jockey club,http://www.tripadvisor.com/ShowUserReviews-g45963-d91866-r49918025-Jockey_Club-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89109,-1,-1,194,4.0,3.8404255319148937,3.765957446808511,4.329787234042553,3.8297872340425534,0.0,3.953191489361702,
usa_nevada_las-vegas_el_cortez_hotel_casino,el cortez hotel casino,http://www.tripadvisor.com/ShowUserReviews-g45963-d111692-r50501810-El_Cortez_Hotel_Casino-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89101,-1,-1,236,4.073170731707317,3.886178861788618,3.813008130081301,3.5365853658536586,4.252032520325203,0.0,3.91219512195122,
usa_nevada_las-vegas_crestwood_suites_las_vegas_boulevard,crestwood suites las vegas boulevard,http://www.tripadvisor.com/ShowUserReviews-g45963-d224836-r49986662-Crestwood_Suites_Las_Vegas_Boulevard-Las_Vegas_Nevada.html,-1,las vegas,nv,usa,89119,-1,-1,33,3.5185185185185186,3.5925925925925926,3.6666666666666665,3.8518518518518516,3.814814814814815,0.0,3.6888888888888887,
